transType,value,input,context
Payment,1520.4105,,"156,9858.63602564104,485371,19534.10530035783"
Payment,1620.729,,"156,9585.950000000015,485373,19534.11641531354"
Payment,698.9328000000002,,"155,9636.784774193564,485373,19534.11641531354"
New-Order,726.5964066816,"4,3,1390,0,66532,3,89076,2,63885,1,60925,3,95210,4,93270,10,63497,10,74228,8,88388,9,85926,9,69509,2","156,9726.872500000016,485372,19534.107852080426"
Stock-Level,6002.626,"8,9","145,11771.283517241378,485316,19535.239264705826"
Payment,2275.8894,,"157,9797.227707006385,485371,19534.10530035783"
Payment,998.5599,,"155,9635.68483870969,485374,19534.080037043554"
Stock-Level,6413.715000000001,"8,6","139,11046.445899280578,485327,19535.205834293112"
Payment,26978.621399999996,,"153,9742.92398692812,485376,19534.00544666398"
Payment,1656.6200999999999,,"153,9742.92398692812,485376,19534.00544666398"
Payment,1507.7015999999999,,"156,9726.872500000016,485372,19534.107852080426"
New-Order,667.78876768912,"8,6,1237,0,95958,4,70734,10,65026,10,72790,7,82941,7","152,9788.019671052647,485378,19533.93328541874"
Payment,2085.2802,,"152,9788.019671052647,485378,19533.93328541874"
Payment,3003.8364000000006,,"154,9687.152727272742,485376,19534.00544666398"
New-Order,1932.4696643391997,"15,5,2623,0,29846,8,57106,1,25286,9,25619,8,48658,9,21424,1,26381,3,59286,9,23453,4,38922,3","152,9788.019671052647,485378,19533.93328541874"
Order-Status,1423.8000000000002,"13,4,0,ATIONOUGHTOUGHT","148,9763.932702702716,485383,19533.82167603723"
New-Order,970.5729250356999,"15,10,1532,0,64013,6,68630,1,87638,4,86582,6,65164,10,65554,3,87110,8,65541,7,80981,3,71186,6,89674,10,97070,6,67660,7,71698,3,91216,1","150,9682.845600000015,485380,19533.925630145408"
New-Order,735.92948586528,"13,5,1151,0,89043,9,91734,10,92725,5,99318,10,84884,7,76221,9,68690,10,80462,7","149,9722.353959731556,485383,19533.82167603723"
Payment,2865.375,,"149,9722.353959731556,485383,19533.82167603723"
Payment,1508.0013000000001,,"148,9763.932702702716,485383,19533.82167603723"
New-Order,938.6029619595998,"15,8,1530,0,87126,2,90146,2,79446,5,87733,4,65554,5,91205,10,88854,1,97229,4,88774,8,97334,5,64530,5,80425,7,92733,3,84982,10","150,9675.632666666681,485381,19533.889220468"
Payment,20178.7119,,"150,9665.421400000012,485383,19533.82167603723"
Payment,646.2342,,"149,9701.177852349005,485385,19533.752311690674"
New-Order,1213.5231212286003,"13,8,2143,0,44534,8,23507,2,48917,9,25478,7,32619,9,52244,2,42737,7,48462,1,21462,4","149,9701.177852349005,485385,19533.752311690674"
New-Order,2939.8320700076997,"4,1,710,0,31737,5,57270,4,30549,3,48844,8,32758,6,46966,9,27148,8,40942,10,52724,4,45058,2,22468,8,57360,2,31633,1,25268,5","149,9701.177852349005,485385,19533.752311690674"
Order-Status,406.63000000000005,"13,9,0,PRESABLEOUGHT","149,9557.924228187932,485387,19533.72479201128"
New-Order,28029.146335907637,"15,8,2620,0,19418,4,6048,1,9053,5,4510,3,17877,9,2339,3,1626,6,2914,7,17885,10,2402,8,9090,6,18894,2,13766,5,2261,6","150,9646.831466666677,485385,19533.752311690674"
New-Order,1017.5125812977997,"4,10,1276,0,31446,7,23364,8,30544,2,21462,6,27982,1","150,9525.181600000013,485387,19533.72479201128"
Delivery,4673.625,"15,0,0","149,9557.924228187932,485387,19533.72479201128"
Delivery,24709.81,"13,0,0","150,9525.181600000013,485387,19533.72479201128"
Payment,3627.892800000001,,"148,9603.479121621634,485387,19533.72479201128"
Payment,2421.6813,,"151,9697.998476821205,485387,19533.72479201128"
Order-Status,1044.83,"15,3,0,OUGHTCALLYATION","150,9721.943133333345,485389,19533.659691978963"
Payment,1170.9441,,"151,9677.358940397362,485388,19533.69377590706"
Payment,551.8853999999999,,"151,9677.358940397362,485388,19533.69377590706"
New-Order,1177.011206826,"4,2,631,0,45014,7,32521,1,20756,7,32786,5,39782,8,26572,10","152,9643.158421052643,485387,19533.72479201128"
Stock-Level,4342.779,"13,8","144,11838.378611111111,485317,19535.203359000352"
New-Order,954.8026573164798,"15,7,1563,0,63081,10,85069,10,80908,6,70638,9,80404,1,60945,6,84838,5,87955,8,80525,8,88522,4,64533,3","152,9643.158421052643,485387,19533.72479201128"
Payment,764673.7041000001,,"148,9838.949459459473,485391,19533.58358762313"
New-Order,774.07886826424,"15,4,1579,0,60182,3,73254,7,64511,3,80950,2,89164,6,64558,5,70740,9,99348,7,73685,8,88886,3,96850,5","148,9838.949459459473,485391,19533.58358762313"
New-Order,14284.209226373798,"4,5,1403,0,10453,9,13785,6,11704,9,13790,1,6246,9,11402,5,12157,8,19163,9","149,9786.474630872495,485391,19533.58358762313"
New-Order,2277.3095703350996,"13,7,1365,0,45078,2,25558,4,49157,6,22926,9,57363,5,21158,2,55011,2,38934,1,32525,9,48886,5,55826,1,48406,9,57094,4,32758,10","149,9786.474630872495,485391,19533.58358762313"
New-Order,1380.5321498332,"15,2,1597,0,52078,2,24245,8,32738,2,25046,4,23420,9,24528,6,39954,6,54282,3,40470,5,43014,8","150,9729.554400000012,485391,19533.58358762313"
New-Order,874.6787814912,"15,7,2919,0,97332,1,63930,4,72001,10,88406,4,64021,1,97358,10,88334,9,78353,10,84560,5,64214,10,65302,8,72518,10","150,9721.943133333345,485389,19533.659691978963"
Stock-Level,6824.258000000002,"6,8","142,10861.684507042259,485328,19535.174122407887"
New-Order,1274.5887884576,"13,2,2511,0,39859,1,36852,7,39926,3,25556,7,25487,9","149,3459.0036912751784,485392,19535.488250300743"
Payment,2284.641,,"152,3545.505263157905,485392,19535.488250300743"
Payment,1031.7213,,"150,3441.7926000000107,485392,19535.488250300743"
Payment,1162.665,,"152,3545.505263157905,485392,19535.488250300743"
New-Order,18576.5780926327,"15,9,450,0,6042,7,9406,4,16862,7,2918,8,9674,10,13646,6,13502,7,13710,8,13765,9","153,3542.3964052287683,485392,19535.488250300743"
Payment,2481.6375,,"154,3530.7320779220877,485392,19535.488250300743"
New-Order,2298.5121775257594,"13,6,731,0,38925,9,48912,8,21458,1,51190,5,49174,3,49174,8,40470,8,55124,6,40330,1,40981,6,40982,5","153,3539.215751633997,485394,19535.415610843927"
New-Order,14110.461784179246,"4,10,453,0,13726,7,10714,2,10510,4,2453,8,19422,5,13278,4,13757,2,2918,3,19806,1,12684,2,9038,6,13274,1","152,3554.001052631589,485395,19535.378025855185"
Payment,2485.7847,,"154,3530.7320779220877,485392,19535.488250300743"
New-Order,2129.2414497225204,"15,1,1405,0,32470,8,39794,9,28610,5,52800,2,39382,6,44950,8,40790,7,32758,3,30646,10,59413,2,22996,3,53006,7","153,3539.215751633997,485394,19535.415610843927"
Payment,2271.8070000000002,,"153,3539.215751633997,485394,19535.415610843927"
Order-Status,997.74,"4,5,1599,null","154,3854.0768181818275,485396,19535.344091442817"
Payment,1813.7115000000001,,"152,3721.4269736842207,485396,19535.344091442817"
Payment,2581.9964999999997,,"153,3720.4746405228857,485396,19535.344091442817"
New-Order,13890.9127290164,"15,1,2686,0,2322,4,19626,1,1060,2,6053,2,1953,2,19548,4,9550,2,17774,8,9014,5,18652,6","152,3721.4269736842207,485396,19535.344091442817"
New-Order,1255.4957840124,"4,9,2665,0,80597,8,97109,7,76630,7,86549,2,73550,9,80270,6,70398,9,84914,9,78482,6,68158,8","153,3868.16725490197,485398,19535.275699899834"
New-Order,2950.99247983176,"15,2,2663,0,40926,2,52980,10,40470,2,55702,2,37391,9,48891,5,22326,4,32466,10,39558,6,36882,2,40270,3,34824,7","153,3859.2088888888984,485397,19535.31016771834"
New-Order,13660.667623055251,"13,7,575,0,10158,7,4870,5,13342,4,9149,9,13270,9,19838,1,11605,7,11358,1,2406,3,12750,3,8644,2","153,3868.16725490197,485398,19535.275699899834"
New-Order,625.3692461414998,"6,2,1117,0,88181,4,65426,2,64245,10,64521,3,81942,4,78678,4,70686,9,82705,6,60913,5","152,3878.8844736842198,485399,19535.240067099396"
New-Order,864.3703116452598,"4,7,2143,0,63381,6,68528,4,84042,2,95988,9,65262,1,70482,7,78917,2,88022,3,80086,9,72785,3,80277,9,70742,8","153,3968.5541830065454,485400,19535.20638850428"
New-Order,10448.457283142552,"13,8,1628,0,18678,1,19358,3,5030,8,1893,5,11132,4,2982,2,17246,1,5798,3,2854,9","151,3883.4621854304733,485400,19535.20638850428"
New-Order,1046.3794383369598,"15,2,2175,0,87614,10,74290,3,67157,8,76194,7,65290,3,62468,7,80614,9,89174,8,85846,7","153,3868.16725490197,485398,19535.275699899834"
New-Order,22236.833926488718,"15,4,157,0,9134,4,2843,1,2901,6,12631,5,12510,3,13533,9,19358,10,9682,9,10021,1,11709,5,14270,3,1798,4,13582,3,2468,6","152,3982.629868421062,485400,19535.20638850428"
Payment,629.4996,,"154,3966.2259740259833,485400,19535.20638850428"
Payment,21480.641099999997,,"155,4130.596838709686,485400,19535.20638850428"
Stock-Level,5443.123,"4,2","147,10216.649931972795,485333,19535.155240113436"
New-Order,307.48320030287994,"13,6,1119,0,61066,1,80052,10,72254,9,70102,2,85058,5,61384,2,92246,2,88582,3,78418,3,69653,1,80974,6,72630,1,63754,8,65300,5","158,4165.00246835444,485400,19535.20638850428"
New-Order,18719.318459767102,"15,10,1615,0,1938,3,19802,10,2966,2,1198,4,1525,5,13784,4,12829,8,10038,3,13758,4,2081,3,6814,5,1362,5,19670,7,11038,1","159,4146.666477987431,485400,19535.20638850428"
New-Order,1233.50071629204,"4,6,2794,0,80976,5,80981,9,80692,5,93222,8,88982,8,68525,6,79878,4,76822,9,65477,2,97269,5,61422,3,89174,6,65494,8,77236,2,99412,1","157,4092.2029299363153,485400,19535.20638850428"
Payment,15179.634900000003,,"156,4109.365705128214,485400,19535.20638850428"
Payment,1811.7594,,"158,4184.0709493670975,485402,19535.182132438633"
Payment,3249.8496,,"158,4184.0709493670975,485402,19535.182132438633"
New-Order,984.54136553472,"4,3,273,0,93266,3,80214,9,73781,1,78134,9,87124,10,87350,2,88022,3,93270,8,97238,9,97090,10,61334,8,97352,6,78564,9,95222,5","158,4184.0709493670975,485402,19535.182132438633"
New-Order,7402.173973471198,"6,7,2611,0,6054,8,12732,1,1313,3,1702,1,12469,5,8662,4","158,4272.327341772161,485405,19535.112878194454"
New-Order,1091.644086456,"13,6,2103,0,55318,1,38670,1,53270,5,48765,2,24902,4,27618,3,46690,3,57106,10,44971,4,23926,7","158,4272.327341772161,485405,19535.112878194454"
New-Order,29148.290470718995,"15,10,1662,0,1805,9,9464,2,16604,4,2918,8,7389,4,13774,10,12734,1,2845,4,1917,2,19838,9,6550,5,2982,6","160,4302.373000000009,485400,19535.20638850428"
New-Order,3711.013624025399,"15,3,711,0,49056,7,25346,3,26632,8,25394,10,35781,9,53182,5,25037,7,48612,5,55038,7,25544,6,23492,2,28298,10,32789,3,40838,6,30734,7","158,4272.327341772161,485405,19535.112878194454"
Delivery,7604.417499999999,"15,0,0","158,4272.327341772161,485405,19535.112878194454"
New-Order,20000.409255665443,"13,8,2647,0,12509,7,10774,7,19254,6,12988,1,13404,1,2602,3,12252,4,19852,10,10717,10,8660,1,15770,6,16856,9,19150,8,2978,8,12764,8","158,4272.327341772161,485405,19535.112878194454"
Delivery,10173.307499999999,"4,0,0","159,4257.332578616361,485405,19535.112878194454"
Order-Status,10276.410000000003,"4,2,1423,null","164,4715.498475609766,485405,19535.112878194454"
New-Order,504.22520769179994,"15,9,2455,0,64790,4,97259,9,70486,4,89034,8,88070,6","163,4509.482147239273,485405,19535.112878194454"
New-Order,13376.411332787156,"6,1,695,0,2971,6,2710,2,1313,6,1826,5,16858,10,15838,1","160,4306.463375000009,485405,19535.112878194454"
Payment,1912.5234000000003,,"163,4509.482147239273,485405,19535.112878194454"
New-Order,706.2545954301601,"13,2,1013,0,87124,5,76540,9,72662,3,79766,7,70083,3,96342,9,71189,4,89174,2,80913,10","164,4715.498475609766,485405,19535.112878194454"
Delivery,23503.595,"4,0,0","164,4715.498475609766,485405,19535.112878194454"
New-Order,1023.5081354332797,"15,2,2674,0,25558,10,55956,5,34582,10,44566,6,31590,3,36822,4","165,4691.243272727282,485405,19535.112878194454"
New-Order,19429.338162689906,"6,1,2554,0,13790,2,9690,7,9406,5,19926,7,2930,9,13518,4,17832,8,1445,3,11718,7,2209,6,2374,3,2854,2,3550,5,8214,8","166,4764.247951807239,485405,19535.112878194454"
New-Order,3324.066282139679,"15,8,678,0,31382,3,56582,1,55253,5,40941,1,56198,6,30705,10,25474,6,38294,1,55252,4,28563,6,39486,1,40965,9,38162,7,49106,10","165,4778.812242424253,485406,19535.077497558697"
Payment,4194.081,,"162,4502.38086419754,485405,19535.112878194454"
Payment,577.8459000000001,,"166,4757.564759036155,485406,19535.077497558697"
New-Order,2683.782984083599,"4,10,2775,0,56790,3,36578,3,56564,9,24762,1,28686,1,48085,2,20406,9,41974,7,29457,9,25550,8,23502,8,57350,4,42645,7,25558,8,25494,9","166,4757.564759036155,485406,19535.077497558697"
New-Order,1927.1133977552097,"6,2,666,0,57350,4,40850,6,39442,2,56692,2,32781,9,52238,1,46970,6,30708,8,47720,8,28033,9","168,4971.113690476201,485406,19535.077497558697"
Payment,12631.569300000003,,"167,4995.63389221558,485408,19535.008078276373"
New-Order,14175.307110966402,"15,9,2158,0,2084,5,13242,2,2325,3,12253,6,2309,7,13782,7,13660,4,5285,10,2469,6,17880,5","167,4743.008323353304,485406,19535.077497558697"
Payment,32555.9574,,"169,4968.309704142022,485406,19535.077497558697"
New-Order,3739.0598474417993,"4,8,1105,0,37872,9,37830,5,32790,6,57302,8,38408,6,40934,9,36422,1,48910,5,32738,1,57366,7,24502,4,32258,5,38340,6,57220,1,26354,4","168,4995.518214285725,485408,19535.008078276373"
New-Order,800.2125744849599,"6,8,167,0,71637,4,61314,9,80662,8,96342,9,77617,1,71684,6","169,4985.70976331362,485408,19535.008078276373"
New-Order,3642.1330690074396,"15,2,1460,0,21726,4,32501,2,47878,4,38421,7,38038,9,57269,1,54151,10,31958,3,40977,8,57350,2,57238,3,51918,3,35862,9,56022,6,40690,10","169,5068.9856804733845,485409,19534.99996042508"
New-Order,1042.2478664346002,"15,9,959,0,81961,9,89158,6,64310,6,64254,4,84801,2,93258,10,93132,3,65554,2,86798,8,64821,3,88561,10,72720,2,65547,7","168,4970.144345238106,485407,19535.046853197375"
Payment,1414.3329,,"168,4922.562023809535,485409,19534.99996042508"
Stock-Level,6012.089999999999,"6,6","151,10798.520198675498,485340,19534.90607485469"
Payment,1773.495,,"168,4859.916904761916,485410,19535.042517315214"
New-Order,1062.41300148935,"15,5,711,0,29579,5,56339,1,23497,3,56816,4,53010,9","172,4817.7321511628015,485410,19535.042517315214"
Payment,860.1876,,"171,4835.694970760245,485411,19535.005870118268"
New-Order,927.95246200888,"15,4,2685,0,68270,10,93238,9,77646,8,91730,7,65397,5,89157,1,93717,5,64534,4","171,4838.1145614035195,485410,19535.042517315214"
New-Order,2042.0867658554994,"6,4,567,0,25046,2,57074,1,42370,4,36868,8,25494,8,54802,6,40966,9,40982,4,31724,4,24530,1,32431,9","170,4837.797764705893,485410,19535.042517315214"
Order-Status,593.642,"6,10,1087,null","172,4822.2683139535,485413,19534.932080269748"
Payment,982.5867000000002,,"171,4835.694970760245,485411,19535.005870118268"
Payment,1279.3869000000002,,"170,4851.260823529424,485412,19534.970136543758"
New-Order,2964.8278366730797,"15,8,1213,0,49158,7,25525,2,37462,9,20302,3,53136,9,36582,7,31374,10,48394,10,47378,7,54913,9,40854,4,59390,1,23507,9,45389,5","170,4852.606058823541,485413,19534.932080269748"
New-Order,1199.8516398666,"13,5,2683,0,56822,5,38902,10,28654,3,23188,6,35861,8,49898,6,40942,1,25234,8","170,4852.606058823541,485413,19534.932080269748"
Payment,3004.101,,"171,4831.052046783638,485413,19534.932080269748"
Stock-Level,4757.206999999999,"3,9","150,10776.265933333341,485350,19534.609168991406"
Order-Status,1036.05,"15,4,0,ANTIBAROUGHT","171,4862.703099415214,485416,19534.823978463784"
New-Order,570.0212205187498,"6,1,1403,0,68176,8,80980,10,96802,9,80694,4,72773,3,65493,8","171,4843.374736842116,485414,19534.894335453813"
Payment,1884.5784,,"169,4861.128402366875,485410,19535.042517315214"
New-Order,691.2576023547597,"15,3,1855,0,93780,6,65299,3,86998,6,65206,8,90966,5,89094,3,61460,10,88781,4,75286,7,78674,8,70678,4,93770,4,72782,10","170,4862.57405882354,485415,19534.857345652643"
New-Order,2927.86065195435,"13,7,2655,0,36878,6,44146,9,20928,9,24534,6,53012,5,21414,5,30645,6,54278,8,52202,7,40912,7,40854,10,45058,7,56773,10,32005,1","171,4862.703099415214,485416,19534.823978463784"
Payment,2828.1879,,"171,4867.2305263158,485415,19534.857345652643"
New-Order,1613.6241739191,"3,5,2171,0,40963,3,48486,10,56336,9,20669,8,30868,7,31254,2","171,4862.703099415214,485416,19534.823978463784"
Payment,663.0174000000001,,"172,4822.2683139535,485413,19534.932080269748"
New-Order,2551.6685378687994,"15,6,2547,0,25004,8,40981,6,47782,7,48149,10,29450,4,54221,7,39892,3,40683,6,32438,3,48389,2","171,4862.703099415214,485416,19534.823978463784"
New-Order,1210.8990731306696,"4,10,447,0,78918,4,93110,10,89168,7,75333,8,75789,6,78806,10,96916,4,88906,8,86067,5,78406,10,64531,8,60948,9,65286,3,97105,5,89014,2","171,4854.741754385974,485417,19534.788528152036"
New-Order,2305.582745168429,"6,2,1659,0,31430,1,22461,3,32662,1,25109,10,49138,5,48149,2,48653,7,37782,3,49126,1,32726,5,54542,2,53555,7,32451,2,27637,4","172,4840.043488372102,485416,19534.823978463784"
Payment,859.8312000000001,,"172,4860.568372093033,485419,19534.716921051662"
New-Order,2323.219527954709,"6,3,2659,0,49046,8,38902,9,36628,2,32257,8,23414,10,55189,4,48990,2,57348,4,32209,5,54866,1,49163,10,40974,5","172,4860.568372093033,485419,19534.716921051662"
Payment,1471.0734,,"172,4851.806686046521,485418,19534.75547787675"
Payment,15111.9999,,"173,4853.300346820818,485419,19534.716921051662"
New-Order,557.7821121599999,"4,9,454,0,96830,1,80876,5,61446,8,64458,5,79444,3,84310,3,68182,8,64486,10,75778,4","174,4836.598678160928,485419,19534.716921051662"
New-Order,1147.04223039,"3,4,2077,0,21432,3,30150,5,57360,9,40340,3,51662,7,58070,5,46701,2,21396,2,49046,3","173,4781.219190751452,485422,19534.64055512519"
New-Order,311.0327451367499,"6,9,2647,0,93150,9,93988,2,84056,3,79928,8,87856,1,80822,5,96853,2,91948,1,97334,6,71730,8,84798,8","173,4781.219190751452,485422,19534.64055512519"
New-Order,4085.403861655339,"15,6,1,0,54765,1,48174,3,25554,10,55062,9,21398,5,56086,10,52246,1,46850,10,52438,8,30737,6,57357,7,36746,8,25430,5","173,4781.219190751452,485422,19534.64055512519"
New-Order,23807.342415946317,"15,4,2590,0,18813,10,1622,7,12253,7,13762,9,1958,2,17628,9,8077,2,19574,4,17630,5,2949,10,11710,3,1958,5","173,4781.219190751452,485422,19534.64055512519"
Payment,1471.0734,,"172,4851.806686046521,485418,19534.75547787675"
New-Order,567.5184463871999,"4,3,1251,0,65269,4,92246,5,93014,3,77836,4,97062,4,88655,1,61462,10,72756,5,68683,3,88977,2","174,4757.986609195408,485422,19534.64055512519"
Payment,1893.4155,,"176,4720.774034090914,485422,19534.64055512519"
Payment,1941.1326000000004,,"175,4743.20731428572,485422,19534.64055512519"
New-Order,291.38616166274994,"15,6,1527,0,78674,8,87030,5,65491,2,97166,5,84501,6","177,4724.7033898305135,485422,19534.64055512519"
New-Order,744.0051456133798,"15,3,2135,0,91718,5,65237,4,82774,10,97226,3,95188,5,97366,3,74826,9,79364,6,78926,3,80958,9","178,4925.965617977533,485422,19534.60405396938"
